method,period,monthly_return
volatility_expansion,2024-10,-0.006803247215876673
volatility_expansion,2024-11,-0.004615104457166252
volatility_expansion,2024-12,-0.00833193357671269
volatility_expansion,2025-01,-0.005089997764427536
volatility_expansion,2025-02,-0.004764539151317154
volatility_expansion,2025-03,0.006398528248258534
volatility_expansion,2025-04,0.0009447893538412131
volatility_expansion,2025-06,-0.0003159107703981079
volatility_expansion,2025-07,-0.0074166914193056505
volatility_expansion,2025-08,-0.0009575122666937735
volatility_expansion,2025-09,0.00014981269164256574
volatility_expansion,2025-10,-0.014088042709080855
volatility_expansion,2025-11,-0.01155906898813261
volatility_expansion,2025-12,-0.008771255565708947
volatility_expansion,2026-01,-0.03773455271165359
volatility_expansion,2026-02,-0.02576054184438685
volatility_expansion,2026-03,-0.03264965454660693
volatility_expansion,2026-04,0.004181849264140818
vwap_reversion,2017-04,-0.0014156705280854193
vwap_reversion,2017-05,-0.008663123219464077
vwap_reversion,2017-06,-0.002442808849770122
vwap_reversion,2017-07,-0.006107379678416996
vwap_reversion,2017-08,-0.019487538932005534
vwap_reversion,2017-09,-0.0307656175348582
vwap_reversion,2017-10,-0.01265774002223375
vwap_reversion,2017-11,-6.649620075983849e-05
vwap_reversion,2018-02,-0.0010611774134584285
vwap_reversion,2018-03,-0.0006558922115027015
vwap_reversion,2018-05,-0.006299319491116596
vwap_reversion,2018-06,-0.0063011156506415315
vwap_reversion,2018-07,-0.005517927022398914
vwap_reversion,2018-11,-0.0071925584815215144
vwap_reversion,2018-12,-0.004062418517879718
vwap_reversion,2019-01,2.7805126407568544e-05
vwap_reversion,2019-02,-0.0015032793000003186
vwap_reversion,2019-03,-0.0010037786972192958
vwap_reversion,2019-04,-0.0002869373687411302
vwap_reversion,2019-05,0.0011479269589268017
vwap_reversion,2019-08,-0.0033397305613397195
vwap_reversion,2019-09,0.002710650772802652
vwap_reversion,2019-10,0.0007288011767828216
vwap_reversion,2019-11,0.007892096607439726
vwap_reversion,2019-12,-0.012614861451187757
vwap_reversion,2020-01,-0.01198518243430466
vwap_reversion,2020-02,0.0004778443643541743
vwap_reversion,2020-03,-0.03845237769284218
vwap_reversion,2020-04,-0.0029509567735423537
vwap_reversion,2020-05,-0.01002226043400861
vwap_reversion,2020-12,-0.0023848892609231232
vwap_reversion,2021-02,-0.009493448866979361
vwap_reversion,2021-03,-0.00225361195229694
vwap_reversion,2021-04,-0.03131132472926758
vwap_reversion,2021-05,0.0028102924143870306
vwap_reversion,2021-06,0.0019044057791727546
vwap_reversion,2021-08,-0.000127543208086457
vwap_reversion,2021-09,-0.0016257242562593161
vwap_reversion,2021-10,-0.0013350004059715112
vwap_reversion,2021-11,-0.010539426937902418
vwap_reversion,2022-03,-0.0011382735520238695
vwap_reversion,2022-04,-0.0023247900742547904
vwap_reversion,2022-05,-0.004467019321732212
vwap_reversion,2022-06,0.002536122196208377
vwap_reversion,2022-07,-0.007683566238406646
vwap_reversion,2022-08,-0.005104611779275267
vwap_reversion,2022-09,-0.002283488008810532
vwap_reversion,2022-10,0.00013774315783636546
vwap_reversion,2022-12,-0.008848612313786091
vwap_reversion,2023-01,-0.01801337105760672
vwap_reversion,2023-02,-0.01223106406779586
vwap_reversion,2023-03,0.00041351888445856144
vwap_reversion,2023-06,-0.0026800721797575356
vwap_reversion,2023-07,0.00331125750414299
vwap_reversion,2023-08,0.0007159913035518911
vwap_reversion,2023-09,0.007842350248464079
vwap_reversion,2023-10,-0.004688899753859376
vwap_reversion,2023-11,-0.008333131711458086
vwap_reversion,2023-12,-0.015039452038287049
vwap_reversion,2024-01,-0.018765946239685225
vwap_reversion,2024-02,-0.03840142428938433
vwap_reversion,2024-03,-0.016031827876516472
vwap_reversion,2024-04,-0.0016839639762711886
vwap_reversion,2024-05,-0.004033162338617339
vwap_reversion,2024-06,-0.0005202703466010798
vwap_reversion,2024-07,-0.022640594138176734
vwap_reversion,2024-08,-0.017733568226027393
vwap_reversion,2024-09,0.0033577639451636853
vwap_reversion,2024-10,-0.010917741108828389
vwap_reversion,2024-11,-0.0010729182172533127
vwap_reversion,2024-12,-0.007409132534656225
vwap_reversion,2025-01,-0.003297702694068372
vwap_reversion,2025-02,-0.007734608246009332
vwap_reversion,2025-03,-0.008374551520364778
vwap_reversion,2025-09,0.0009240736051064031
vwap_reversion,2025-10,-0.011317052113442243
vwap_reversion,2025-11,-0.004636979668017058
vwap_reversion,2025-12,-0.005111006066964145
vwap_reversion,2026-01,-0.0005586470490766386
vwap_reversion,2026-02,-0.0024767749599507944
vwap_reversion,2026-03,-0.0012785195849528285
